Club,Country,Date,Elo,Level
Arsenal,ENG,2001-12-31,1825.14916992,1
Chelsea,ENG,2001-12-31,1790.79272461,1
Newcastle,ENG,2001-12-31,1757.56469727,1
Sunderland,ENG,2001-12-31,1699.64367676,1
Aston Villa,ENG,2001-12-31,1689.2064209000002,1
Tottenham,ENG,2001-12-31,1689.04602051,1
Ipswich,ENG,2001-12-31,1683.49389648,1
Charlton,ENG,2001-12-31,1682.97412109,1
West Ham,ENG,2001-12-31,1660.36206055,1
Middlesbrough,ENG,2001-12-31,1659.00622559,1
Fulham,ENG,2001-12-31,1657.12353516,1
Southampton,ENG,2001-12-31,1640.95263672,1
Blackburn,ENG,2001-12-31,1632.95983887,1
Everton,ENG,2001-12-31,1630.19873047,1
Bolton,ENG,2001-12-31,1605.08666992,1
Derby,ENG,2001-12-31,1601.27490234,1
Leicester,ENG,2001-12-31,1593.6574707,1
Man United,ENG,2002-01-08,1857.18859863,1
Leeds,ENG,2002-01-08,1844.23364258,1
Liverpool,ENG,2002-01-08,1834.81018066,1
Arsenal,ENG,2002-01-08,1825.14916992,1
Chelsea,ENG,2002-01-08,1772.01525879,1
Newcastle,ENG,2002-01-08,1751.7010498,1
Sunderland,ENG,2002-01-08,1697.40002441,1
Tottenham,ENG,2002-01-08,1694.03735352,1
Aston Villa,ENG,2002-01-08,1691.45007324,1
Charlton,ENG,2002-01-08,1689.2935790999998,1
Ipswich,ENG,2002-01-08,1677.17443848,1
Fulham,ENG,2002-01-08,1665.47680664,1
Middlesbrough,ENG,2002-01-08,1664.63037109,1
Southampton,ENG,2002-01-08,1659.73010254,1
West Ham,ENG,2002-01-08,1655.62243652,1
Blackburn,ENG,2002-01-08,1627.96850586,1
Everton,ENG,2002-01-08,1624.57458496,1
Bolton,ENG,2002-01-08,1612.14953613,1
Leicester,ENG,2002-01-08,1593.6574707,1
Derby,ENG,2002-01-08,1592.92150879,1
Man United,ENG,2002-01-12,1857.18859863,1
Leeds,ENG,2002-01-12,1844.23364258,1
Arsenal,ENG,2002-01-12,1825.14916992,1
Liverpool,ENG,2002-01-12,1819.1953125,1
Chelsea,ENG,2002-01-12,1772.01525879,1
Newcastle,ENG,2002-01-12,1751.7010498,1
Sunderland,ENG,2002-01-12,1697.40002441,1
Tottenham,ENG,2002-01-12,1694.03735352,1
Aston Villa,ENG,2002-01-12,1691.45007324,1
Charlton,ENG,2002-01-12,1689.2935790999998,1
Ipswich,ENG,2002-01-12,1677.17443848,1
Southampton,ENG,2002-01-12,1675.3449707,1
Fulham,ENG,2002-01-12,1665.47680664,1
Middlesbrough,ENG,2002-01-12,1664.63037109,1
West Ham,ENG,2002-01-12,1655.62243652,1
Blackburn,ENG,2002-01-12,1627.96850586,1
Everton,ENG,2002-01-12,1624.57458496,1
Bolton,ENG,2002-01-12,1612.14953613,1
Leicester,ENG,2002-01-12,1593.6574707,1
Derby,ENG,2002-01-12,1592.92150879,1
Man United,ENG,2002-01-19,1864.34777832,1
Leeds,ENG,2002-01-19,1832.14404297,1
Arsenal,ENG,2002-01-19,1822.97363281,1
Liverpool,ENG,2002-01-19,1821.37084961,1
Chelsea,ENG,2002-01-19,1769.39758301,1
Newcastle,ENG,2002-01-19,1763.79064941,1
Aston Villa,ENG,2002-01-19,1695.67651367,1
Sunderland,ENG,2002-01-19,1689.23925781,1
Tottenham,ENG,2002-01-19,1687.31054688,1
Ipswich,ENG,2002-01-19,1683.90136719,1
Charlton,ENG,2002-01-19,1675.73034668,1
Fulham,ENG,2002-01-19,1671.98156738,1
Southampton,ENG,2002-01-19,1668.18591309,1
West Ham,ENG,2002-01-19,1660.53466797,1
Middlesbrough,ENG,2002-01-19,1658.12561035,1
Blackburn,ENG,2002-01-19,1641.53186035,1
Everton,ENG,2002-01-19,1632.73547363,1
Bolton,ENG,2002-01-19,1614.76721191,1
Leicester,ENG,2002-01-19,1588.74523926,1
Derby,ENG,2002-01-19,1588.69506836,1
Man United,ENG,2002-01-21,1866.48046875,1
Leeds,ENG,2002-01-21,1829.98535156,1
Arsenal,ENG,2002-01-21,1825.13232422,1
Liverpool,ENG,2002-01-21,1815.67822266,1
Chelsea,ENG,2002-01-21,1777.24755859,1
Newcastle,ENG,2002-01-21,1760.89318848,1
Aston Villa,ENG,2002-01-21,1695.67651367,1
Ipswich,ENG,2002-01-21,1694.16137695,1
Sunderland,ENG,2002-01-21,1686.74121094,1
Tottenham,ENG,2002-01-21,1683.83544922,1
Charlton,ENG,2002-01-21,1675.73034668,1
Fulham,ENG,2002-01-21,1674.47949219,1
Southampton,ENG,2002-01-21,1673.87854004,1
Middlesbrough,ENG,2002-01-21,1654.9375,1
West Ham,ENG,2002-01-21,1652.68469238,1
Blackburn,ENG,2002-01-21,1639.39904785,1
Everton,ENG,2002-01-21,1636.21057129,1
Bolton,ENG,2002-01-21,1617.95532227,1
Leicester,ENG,2002-01-21,1591.6427002,1
Derby,ENG,2002-01-21,1578.43505859,1
Man United,ENG,2002-01-28,1855.4732665999998,1
Arsenal,ENG,2002-01-28,1830.68518066,1
Leeds,ENG,2002-01-28,1829.98535156,1
Liverpool,ENG,2002-01-28,1826.6854248,1
Chelsea,ENG,2002-01-28,1777.24755859,1
Newcastle,ENG,2002-01-28,1760.89318848,1
Aston Villa,ENG,2002-01-28,1704.90588379,1
Ipswich,ENG,2002-01-28,1694.16137695,1
Sunderland,ENG,2002-01-28,1686.74121094,1
Tottenham,ENG,2002-01-28,1683.83544922,1
Fulham,ENG,2002-01-28,1674.47949219,1
Southampton,ENG,2002-01-28,1673.87854004,1
Charlton,ENG,2002-01-28,1666.50097656,1
Middlesbrough,ENG,2002-01-28,1654.9375,1
West Ham,ENG,2002-01-28,1652.68469238,1
Blackburn,ENG,2002-01-28,1639.39904785,1
Everton,ENG,2002-01-28,1636.21057129,1
Bolton,ENG,2002-01-28,1617.95532227,1
Leicester,ENG,2002-01-28,1586.08984375,1
Derby,ENG,2002-01-28,1578.43505859,1
Man United,ENG,2002-02-01,1862.94018555,1
Arsenal,ENG,2002-02-01,1835.45727539,1
Liverpool,ENG,2002-02-01,1828.77770996,1
Leeds,ENG,2002-02-01,1819.19604492,1
Chelsea,ENG,2002-02-01,1788.03686523,1
Newcastle,ENG,2002-02-01,1771.42956543,1
Aston Villa,ENG,2002-02-01,1701.25402832,1
Ipswich,ENG,2002-02-01,1700.10229492,1
Southampton,ENG,2002-02-01,1682.07897949,1
Sunderland,ENG,2002-02-01,1676.18310547,1
Tottenham,ENG,2002-02-01,1673.29907227,1
Charlton,ENG,2002-02-01,1670.9152832,1
Fulham,ENG,2002-02-01,1668.53857422,1
Middlesbrough,ENG,2002-02-01,1665.49572754,1
West Ham,ENG,2002-02-01,1644.48425293,1
Everton,ENG,2002-02-01,1639.86230469,1
Blackburn,ENG,2002-02-01,1634.62695312,1
Bolton,ENG,2002-02-01,1610.48840332,1
Leicester,ENG,2002-02-01,1583.99768066,1
Derby,ENG,2002-02-01,1574.02062988,1
Man United,ENG,2002-02-08,1867.62878418,1
Liverpool,ENG,2002-02-08,1847.53967285,1
Arsenal,ENG,2002-02-08,1829.90087891,1
Leeds,ENG,2002-02-08,1800.43408203,1
Chelsea,ENG,2002-02-08,1792.56896973,1
Newcastle,ENG,2002-02-08,1774.44726562,1
Ipswich,ENG,2002-02-08,1708.12719727,1
Aston Villa,ENG,2002-02-08,1702.16052246,1
Southampton,ENG,2002-02-08,1687.63549805,1
Charlton,ENG,2002-02-08,1672.51953125,1
Sunderland,ENG,2002-02-08,1671.49438477,1
Fulham,ENG,2002-02-08,1667.63220215,1
Tottenham,ENG,2002-02-08,1664.48974609,1
Middlesbrough,ENG,2002-02-08,1663.89147949,1
West Ham,ENG,2002-02-08,1653.10681152,1
Everton,ENG,2002-02-08,1631.83752441,1
Blackburn,ENG,2002-02-08,1626.00439453,1
Bolton,ENG,2002-02-08,1607.47058105,1
Derby,ENG,2002-02-08,1582.82995605,1
Leicester,ENG,2002-02-08,1579.46557617,1
Man United,ENG,2002-02-18,1873.92346191,1
Liverpool,ENG,2002-02-18,1862.04614258,1
Arsenal,ENG,2002-02-18,1834.32946777,1
Leeds,ENG,2002-02-18,1798.25390625,1
Chelsea,ENG,2002-02-18,1791.68359375,1
Newcastle,ENG,2002-02-18,1780.82202148,1
Aston Villa,ENG,2002-02-18,1703.04602051,1
Ipswich,ENG,2002-02-18,1693.62060547,1
Southampton,ENG,2002-02-18,1681.26074219,1
Sunderland,ENG,2002-02-18,1678.76928711,1
Fulham,ENG,2002-02-18,1675.6348877,1
Tottenham,ENG,2002-02-18,1669.07629395,1
Charlton,ENG,2002-02-18,1666.22497559,1
Middlesbrough,ENG,2002-02-18,1666.0715332,1
West Ham,ENG,2002-02-18,1645.60314941,1
Everton,ENG,2002-02-18,1627.40893555,1
Blackburn,ENG,2002-02-18,1618.00158691,1
Bolton,ENG,2002-02-18,1614.97424316,1
Derby,ENG,2002-02-18,1575.55505371,1
Leicester,ENG,2002-02-18,1574.87890625,1
Man United,ENG,2002-02-23,1871.62841797,1
Liverpool,ENG,2002-02-23,1853.71948242,1
Arsenal,ENG,2002-02-23,1835.58691406,1
Leeds,ENG,2002-02-23,1798.83435059,1
Chelsea,ENG,2002-02-23,1790.38330078,1
Newcastle,ENG,2002-02-23,1779.52172852,1
Aston Villa,ENG,2002-02-23,1701.74572754,1
Ipswich,ENG,2002-02-23,1692.32043457,1
Southampton,ENG,2002-02-23,1679.96044922,1
Sunderland,ENG,2002-02-23,1677.46899414,1
Middlesbrough,ENG,2002-02-23,1671.75756836,1
Tottenham,ENG,2002-02-23,1667.77612305,1
Fulham,ENG,2002-02-23,1667.34838867,1
Charlton,ENG,2002-02-23,1664.92468262,1
West Ham,ENG,2002-02-23,1644.30285645,1
Everton,ENG,2002-02-23,1626.10864258,1
Blackburn,ENG,2002-02-23,1616.70141602,1
Bolton,ENG,2002-02-23,1613.6739502,1
Derby,ENG,2002-02-23,1574.25476074,1
Leicester,ENG,2002-02-23,1573.57861328,1
Man United,ENG,2002-03-02,1876.90441895,1
Arsenal,ENG,2002-03-02,1845.94470215,1
Liverpool,ENG,2002-03-02,1844.41320801,1
Chelsea,ENG,2002-03-02,1788.43774414,1
Newcastle,ENG,2002-03-02,1784.32751465,1
Leeds,ENG,2002-03-02,1775.74194336,1
Aston Villa,ENG,2002-03-02,1696.80944824,1
Ipswich,ENG,2002-03-02,1690.37487793,1
Southampton,ENG,2002-03-02,1674.4987793,1
Sunderland,ENG,2002-03-02,1668.77209473,1
Charlton,ENG,2002-03-02,1667.99243164,1
Tottenham,ENG,2002-03-02,1665.83056641,1
Middlesbrough,ENG,2002-03-02,1662.59863281,1
Fulham,ENG,2002-03-02,1660.09802246,1
West Ham,ENG,2002-03-02,1649.57067871,1
Everton,ENG,2002-03-02,1630.97644043,1
Bolton,ENG,2002-03-02,1615.24450684,1
Blackburn,ENG,2002-03-02,1614.7557373,1
Derby,ENG,2002-03-02,1588.84155273,1
Leicester,ENG,2002-03-02,1555.10070801,1
Man United,ENG,2002-03-05,1871.09277344,1
Arsenal,ENG,2002-03-05,1856.83813477,1
Liverpool,ENG,2002-03-05,1851.50610352,1
Chelsea,ENG,2002-03-05,1778.88635254,1
Newcastle,ENG,2002-03-05,1773.4342040999998,1
Leeds,ENG,2002-03-05,1773.27600098,1
Aston Villa,ENG,2002-03-05,1702.31518555,1
Southampton,ENG,2002-03-05,1688.45288086,1
Charlton,ENG,2002-03-05,1677.54394531,1
Ipswich,ENG,2002-03-05,1676.42077637,1
Tottenham,ENG,2002-03-05,1672.55249023,1
Middlesbrough,ENG,2002-03-05,1666.7989502,1
Sunderland,ENG,2002-03-05,1662.0501709,1
Fulham,ENG,2002-03-05,1653.00500488,1
West Ham,ENG,2002-03-05,1644.06494141,1
Everton,ENG,2002-03-05,1633.44238281,1
Blackburn,ENG,2002-03-05,1616.45471191,1
Bolton,ENG,2002-03-05,1613.54553223,1
Derby,ENG,2002-03-05,1594.65332031,1
Leicester,ENG,2002-03-05,1550.90039062,1
Man United,ENG,2002-03-12,1876.09692383,1
Liverpool,ENG,2002-03-12,1859.62866211,1
Arsenal,ENG,2002-03-12,1858.69555664,1
Chelsea,ENG,2002-03-12,1782.62658691,1
Leeds,ENG,2002-03-12,1779.33300781,1
Newcastle,ENG,2002-03-12,1765.31164551,1
Aston Villa,ENG,2002-03-12,1687.09655762,1
Southampton,ENG,2002-03-12,1686.0892334000002,1
Charlton,ENG,2002-03-12,1675.74438477,1
Ipswich,ENG,2002-03-12,1670.36376953,1
Middlesbrough,ENG,2002-03-12,1669.16259766,1
Tottenham,ENG,2002-03-12,1667.54833984,1
Sunderland,ENG,2002-03-12,1667.54455566,1
West Ham,ENG,2002-03-12,1650.24731445,1
Fulham,ENG,2002-03-12,1649.26477051,1
Blackburn,ENG,2002-03-12,1631.67321777,1
Everton,ENG,2002-03-12,1627.26000977,1
Bolton,ENG,2002-03-12,1608.05114746,1
Derby,ENG,2002-03-12,1592.79577637,1
Leicester,ENG,2002-03-12,1552.69995117,1
Man United,ENG,2002-03-16,1866.81420898,1
Liverpool,ENG,2002-03-16,1857.23291016,1
Arsenal,ENG,2002-03-16,1836.49890137,1
Chelsea,ENG,2002-03-16,1784.45959473,1
Leeds,ENG,2002-03-16,1773.46606445,1
Newcastle,ENG,2002-03-16,1759.44458008,1
Aston Villa,ENG,2002-03-16,1681.22961426,1
Southampton,ENG,2002-03-16,1680.22229004,1
Charlton,ENG,2002-03-16,1669.87744141,1
Middlesbrough,ENG,2002-03-16,1663.29553223,1
Sunderland,ENG,2002-03-16,1661.6776123,1
Ipswich,ENG,2002-03-16,1657.10888672,1
Tottenham,ENG,2002-03-16,1653.98132324,1
West Ham,ENG,2002-03-16,1644.38037109,1
Fulham,ENG,2002-03-16,1643.39770508,1
Blackburn,ENG,2002-03-16,1633.19421387,1
Everton,ENG,2002-03-16,1621.39306641,1
Bolton,ENG,2002-03-16,1602.1842041,1
Derby,ENG,2002-03-16,1586.92883301,1
Leicester,ENG,2002-03-16,1546.83288574,1
Man United,ENG,2002-03-22,1889.05761719,1
Liverpool,ENG,2002-03-22,1874.01867676,1
Arsenal,ENG,2002-03-22,1841.75036621,1
Chelsea,ENG,2002-03-22,1796.89709473,1
Leeds,ENG,2002-03-22,1783.28857422,1
Newcastle,ENG,2002-03-22,1759.90808105,1
Charlton,ENG,2002-03-22,1683.83398438,1
Aston Villa,ENG,2002-03-22,1680.58569336,1
Southampton,ENG,2002-03-22,1679.99536133,1
Ipswich,ENG,2002-03-22,1666.40356445,1
Middlesbrough,ENG,2002-03-22,1663.33032227,1
Sunderland,ENG,2002-03-22,1658.99829102,1
Tottenham,ENG,2002-03-22,1649.78295898,1
West Ham,ENG,2002-03-22,1643.63110352,1
Fulham,ENG,2002-03-22,1641.11425781,1
Everton,ENG,2002-03-22,1633.43469238,1
Blackburn,ENG,2002-03-22,1633.12976074,1
Derby,ENG,2002-03-22,1605.96276855,1
Bolton,ENG,2002-03-22,1592.9083252,1
Leicester,ENG,2002-03-22,1556.81811523,1
Liverpool,ENG,2002-03-28,1878.74169922,1
Man United,ENG,2002-03-28,1874.73217773,1
Arsenal,ENG,2002-03-28,1841.75036621,1
Chelsea,ENG,2002-03-28,1792.17419434,1
Leeds,ENG,2002-03-28,1789.00085449,1
Newcastle,ENG,2002-03-28,1759.90808105,1
Aston Villa,ENG,2002-03-28,1681.93322754,1
Southampton,ENG,2002-03-28,1681.14978027,1
Middlesbrough,ENG,2002-03-28,1677.65576172,1
Charlton,ENG,2002-03-28,1671.99719238,1
Ipswich,ENG,2002-03-28,1665.05603027,1
Tottenham,ENG,2002-03-28,1662.99816895,1
Sunderland,ENG,2002-03-28,1657.84375,1
West Ham,ENG,2002-03-28,1643.63110352,1
Everton,ENG,2002-03-28,1642.3248291,1
Blackburn,ENG,2002-03-28,1633.12976074,1
Fulham,ENG,2002-03-28,1627.89904785,1
Bolton,ENG,2002-03-28,1604.74511719,1
Derby,ENG,2002-03-28,1597.07263184,1
Leicester,ENG,2002-03-28,1551.10571289,1
Liverpool,ENG,2002-03-31,1882.32458496,1
Man United,ENG,2002-03-31,1881.94433594,1
Arsenal,ENG,2002-03-31,1846.58068848,1
Chelsea,ENG,2002-03-31,1794.7746582000002,1
Leeds,ENG,2002-03-31,1781.78881836,1
Newcastle,ENG,2002-03-31,1767.53112793,1
Southampton,ENG,2002-03-31,1677.91784668,1
Middlesbrough,ENG,2002-03-31,1675.45117188,1
Aston Villa,ENG,2002-03-31,1673.54443359,1
Charlton,ENG,2002-03-31,1668.41418457,1
Tottenham,ENG,2002-03-31,1665.20275879,1
Ipswich,ENG,2002-03-31,1655.25244141,1
West Ham,ENG,2002-03-31,1653.43457031,1
Sunderland,ENG,2002-03-31,1653.0135498,1
Everton,ENG,2002-03-31,1634.70178223,1
Fulham,ENG,2002-03-31,1631.13110352,1
Blackburn,ENG,2002-03-31,1624.62231445,1
Bolton,ENG,2002-03-31,1613.13391113,1
Derby,ENG,2002-03-31,1594.4720459,1
Leicester,ENG,2002-03-31,1559.61315918,1
Man United,ENG,2002-04-05,1900.90930176,1
Liverpool,ENG,2002-04-05,1891.58459473,1
Arsenal,ENG,2002-04-05,1861.3717040999998,1
Chelsea,ENG,2002-04-05,1798.61169434,1
Leeds,ENG,2002-04-05,1778.43615723,1
Newcastle,ENG,2002-04-05,1772.61560059,1
Middlesbrough,ENG,2002-04-05,1688.98620605,1
Tottenham,ENG,2002-04-05,1680.31616211,1
Aston Villa,ENG,2002-04-05,1680.22070312,1
Southampton,ENG,2002-04-05,1673.0213623,1
West Ham,ENG,2002-04-05,1668.46569824,1
Charlton,ENG,2002-04-05,1665.38391113,1
Sunderland,ENG,2002-04-05,1663.23547363,1
Ipswich,ENG,2002-04-05,1663.17626953,1
Everton,ENG,2002-04-05,1648.68273926,1
Blackburn,ENG,2002-04-05,1641.27954102,1
Fulham,ENG,2002-04-05,1627.86071777,1
Bolton,ENG,2002-04-05,1610.91369629,1
Derby,ENG,2002-04-05,1592.69775391,1
Leicester,ENG,2002-04-05,1561.15197754,1
Man United,ENG,2002-04-07,1903.18518066,1
Liverpool,ENG,2002-04-07,1891.58459473,1
Arsenal,ENG,2002-04-07,1864.06115723,1
Chelsea,ENG,2002-04-07,1804.10510254,1
Leeds,ENG,2002-04-07,1778.43615723,1
Newcastle,ENG,2002-04-07,1772.61560059,1
Middlesbrough,ENG,2002-04-07,1695.22155762,1
Southampton,ENG,2002-04-07,1679.47094727,1
Tottenham,ENG,2002-04-07,1677.62670898,1
West Ham,ENG,2002-04-07,1677.31542969,1
Aston Villa,ENG,2002-04-07,1673.98522949,1
Sunderland,ENG,2002-04-07,1663.23547363,1
Charlton,ENG,2002-04-07,1656.53417969,1
Ipswich,ENG,2002-04-07,1650.1998291,1
Everton,ENG,2002-04-07,1643.18933105,1
Blackburn,ENG,2002-04-07,1641.27954102,1
Fulham,ENG,2002-04-07,1627.86071777,1
Bolton,ENG,2002-04-07,1623.89013672,1
Derby,ENG,2002-04-07,1586.24816895,1
Leicester,ENG,2002-04-07,1558.87597656,1
Man United,ENG,2002-04-12,1899.91931152,1
Liverpool,ENG,2002-04-12,1871.71325684,1
Arsenal,ENG,2002-04-12,1859.24633789,1
Chelsea,ENG,2002-04-12,1796.63378906,1
Leeds,ENG,2002-04-12,1779.03344727,1
Newcastle,ENG,2002-04-12,1762.32946777,1
Middlesbrough,ENG,2002-04-12,1690.40686035,1
Southampton,ENG,2002-04-12,1674.65612793,1
Tottenham,ENG,2002-04-12,1672.81201172,1
West Ham,ENG,2002-04-12,1672.50073242,1
Aston Villa,ENG,2002-04-12,1669.17053223,1
Sunderland,ENG,2002-04-12,1653.00866699,1
Charlton,ENG,2002-04-12,1651.71948242,1
Ipswich,ENG,2002-04-12,1645.38500977,1
Blackburn,ENG,2002-04-12,1639.12121582,1
Everton,ENG,2002-04-12,1638.37463379,1
Fulham,ENG,2002-04-12,1628.51745605,1
Bolton,ENG,2002-04-12,1619.07543945,1
Derby,ENG,2002-04-12,1581.43347168,1
Leicester,ENG,2002-04-12,1554.0612793,1
Man United,ENG,2002-04-20,1899.91931152,1
Liverpool,ENG,2002-04-20,1876.11779785,1
Arsenal,ENG,2002-04-20,1859.24633789,1
Chelsea,ENG,2002-04-20,1796.63378906,1
Leeds,ENG,2002-04-20,1785.95092773,1
Newcastle,ENG,2002-04-20,1767.37585449,1
Middlesbrough,ENG,2002-04-20,1690.40686035,1
Southampton,ENG,2002-04-20,1675.94689941,1
West Ham,ENG,2002-04-20,1674.44287109,1
Tottenham,ENG,2002-04-20,1670.86975098,1
Aston Villa,ENG,2002-04-20,1662.25292969,1
Charlton,ENG,2002-04-20,1650.42858887,1
Sunderland,ENG,2002-04-20,1648.60400391,1
Ipswich,ENG,2002-04-20,1645.38500977,1
Blackburn,ENG,2002-04-20,1639.12121582,1
Everton,ENG,2002-04-20,1634.25061035,1
Fulham,ENG,2002-04-20,1628.51745605,1
Bolton,ENG,2002-04-20,1619.07543945,1
Derby,ENG,2002-04-20,1576.38720703,1
Leicester,ENG,2002-04-20,1558.18518066,1
Man United,ENG,2002-04-23,1911.77331543,1
Liverpool,ENG,2002-04-23,1878.22509766,1
Arsenal,ENG,2002-04-23,1862.54992676,1
Chelsea,ENG,2002-04-23,1784.77990723,1
Newcastle,ENG,2002-04-23,1773.86340332,1
Leeds,ENG,2002-04-23,1772.4609375,1
West Ham,ENG,2002-04-23,1684.48596191,1
Middlesbrough,ENG,2002-04-23,1674.47766113,1
Tottenham,ENG,2002-04-23,1671.27380371,1
Southampton,ENG,2002-04-23,1665.32629395,1
Aston Villa,ENG,2002-04-23,1661.15698242,1
Blackburn,ENG,2002-04-23,1655.05053711,1
Everton,ENG,2002-04-23,1644.87133789,1
Charlton,ENG,2002-04-23,1643.94104004,1
Ipswich,ENG,2002-04-23,1642.0814209,1
Fulham,ENG,2002-04-23,1642.00744629,1
Sunderland,ENG,2002-04-23,1638.56091309,1
Bolton,ENG,2002-04-23,1618.67138672,1
Derby,ENG,2002-04-23,1574.27990723,1
Leicester,ENG,2002-04-23,1559.28112793,1
Man United,ENG,2002-04-27,1902.97924805,1
Liverpool,ENG,2002-04-27,1875.91271973,1
Arsenal,ENG,2002-04-27,1864.13537598,1
Chelsea,ENG,2002-04-27,1782.46765137,1
Leeds,ENG,2002-04-27,1770.14855957,1
Newcastle,ENG,2002-04-27,1770.03503418,1
West Ham,ENG,2002-04-27,1678.27587891,1
Tottenham,ENG,2002-04-27,1668.96142578,1
Middlesbrough,ENG,2002-04-27,1664.9395752,1
Southampton,ENG,2002-04-27,1663.01391602,1
Aston Villa,ENG,2002-04-27,1658.84472656,1
Blackburn,ENG,2002-04-27,1654.25427246,1
Fulham,ENG,2002-04-27,1649.78039551,1
Ipswich,ENG,2002-04-27,1646.99487305,1
Everton,ENG,2002-04-27,1642.55895996,1
Charlton,ENG,2002-04-27,1641.62866211,1
Sunderland,ENG,2002-04-27,1636.24865723,1
Bolton,ENG,2002-04-27,1606.27380371,1
Derby,ENG,2002-04-27,1571.96765137,1
Leicester,ENG,2002-04-27,1556.96887207,1
Man United,ENG,2002-05-07,1903.37561035,1
Arsenal,ENG,2002-05-07,1868.20007324,1
Liverpool,ENG,2002-05-07,1863.42932129,1
Chelsea,ENG,2002-05-07,1791.11364746,1
Newcastle,ENG,2002-05-07,1775.17175293,1
Leeds,ENG,2002-05-07,1774.11254883,1
Tottenham,ENG,2002-05-07,1679.84814453,1
West Ham,ENG,2002-05-07,1671.54248047,1
Aston Villa,ENG,2002-05-07,1664.63256836,1
Blackburn,ENG,2002-05-07,1662.78039551,1
Southampton,ENG,2002-05-07,1655.62939453,1
Middlesbrough,ENG,2002-05-07,1654.69689941,1
Fulham,ENG,2002-05-07,1644.67114258,1
Ipswich,ENG,2002-05-07,1642.7644043,1
Charlton,ENG,2002-05-07,1638.76464844,1
Sunderland,ENG,2002-05-07,1637.51586914,1
Everton,ENG,2002-05-07,1632.43603516,1
Bolton,ENG,2002-05-07,1600.61230469,1
Derby,ENG,2002-05-07,1566.40686035,1
Leicester,ENG,2002-05-07,1560.48132324,1
Man United,ENG,2002-08-16,1881.32336426,1
Arsenal,ENG,2002-08-16,1879.36950684,1
Liverpool,ENG,2002-08-16,1869.99157715,1
Leeds,ENG,2002-08-16,1776.88012695,1
Chelsea,ENG,2002-08-16,1771.69372559,1
Newcastle,ENG,2002-08-16,1761.55944824,1
Aston Villa,ENG,2002-08-16,1681.91870117,1
West Ham,ENG,2002-08-16,1675.19470215,1
Blackburn,ENG,2002-08-16,1669.63220215,1
Tottenham,ENG,2002-08-16,1669.38586426,1
Southampton,ENG,2002-08-16,1667.69433594,1
Man City,ENG,2002-08-16,1650.12194824,1
Middlesbrough,ENG,2002-08-16,1649.79553223,1
Charlton,ENG,2002-08-16,1644.95800781,1
Fulham,ENG,2002-08-16,1633.11950684,1
Sunderland,ENG,2002-08-16,1632.71020508,1
Everton,ENG,2002-08-16,1629.42382812,1
Bolton,ENG,2002-08-16,1594.82653809,1
West Brom,ENG,2002-08-16,1582.63317871,1
Birmingham,ENG,2002-08-16,1556.07189941,1
Man United,ENG,2002-08-18,1882.82592773,1
Arsenal,ENG,2002-08-18,1879.36950684,1
Liverpool,ENG,2002-08-18,1869.99157715,1
Leeds,ENG,2002-08-18,1783.07385254,1
Chelsea,ENG,2002-08-18,1778.12976074,1
Newcastle,ENG,2002-08-18,1761.55944824,1
Aston Villa,ENG,2002-08-18,1681.91870117,1
West Ham,ENG,2002-08-18,1675.19470215,1
Tottenham,ENG,2002-08-18,1670.09521484,1
Blackburn,ENG,2002-08-18,1666.78930664,1
Southampton,ENG,2002-08-18,1665.36218262,1
Middlesbrough,ENG,2002-08-18,1652.12780762,1
Man City,ENG,2002-08-18,1643.92822266,1
Fulham,ENG,2002-08-18,1642.75476074,1
Charlton,ENG,2002-08-18,1638.52197266,1
Sunderland,ENG,2002-08-18,1635.55310059,1
Everton,ENG,2002-08-18,1628.71447754,1
Bolton,ENG,2002-08-18,1585.19116211,1
West Brom,ENG,2002-08-18,1581.13049316,1
Birmingham,ENG,2002-08-18,1556.07189941,1
Man United,ENG,2002-08-23,1882.82592773,1
Arsenal,ENG,2002-08-23,1881.18029785,1
Liverpool,ENG,2002-08-23,1875.01794434,1
Leeds,ENG,2002-08-23,1783.07385254,1
Chelsea,ENG,2002-08-23,1778.12976074,1
Newcastle,ENG,2002-08-23,1770.27575684,1
Aston Villa,ENG,2002-08-23,1676.89233398,1
Tottenham,ENG,2002-08-23,1670.09521484,1
Blackburn,ENG,2002-08-23,1666.78930664,1
West Ham,ENG,2002-08-23,1666.47839355,1
Southampton,ENG,2002-08-23,1665.36218262,1
Middlesbrough,ENG,2002-08-23,1652.12780762,1
Man City,ENG,2002-08-23,1643.92822266,1
Fulham,ENG,2002-08-23,1642.75476074,1
Charlton,ENG,2002-08-23,1638.52197266,1
Sunderland,ENG,2002-08-23,1635.55310059,1
Everton,ENG,2002-08-23,1628.71447754,1
Bolton,ENG,2002-08-23,1585.19116211,1
West Brom,ENG,2002-08-23,1581.13049316,1
Birmingham,ENG,2002-08-23,1554.26098633,1
Man United,ENG,2002-08-27,1881.73425293,1
Liverpool,ENG,2002-08-27,1879.25170898,1
Arsenal,ENG,2002-08-27,1877.16052246,1
Leeds,ENG,2002-08-27,1789.83544922,1
Chelsea,ENG,2002-08-27,1779.22155762,1
Newcastle,ENG,2002-08-27,1761.02319336,1
Tottenham,ENG,2002-08-27,1676.68139648,1
Blackburn,ENG,2002-08-27,1673.56787109,1
West Ham,ENG,2002-08-27,1670.49804688,1
Aston Villa,ENG,2002-08-27,1670.30615234,1
